,Animal ID,Name,DateTime,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Age upon Outcome,Breed,Color,month,year,sex
866,A664931,Chester,12/04/2014 3:43:00 PM,10/11/2012,Return to Owner,,Dog,2 years,Rat Terrier Mix,White/Brown,Dec,2014,Neutered Male
867,A680005,Biscuit,06/01/2014 6:16:00 PM,03/29/2014,Adoption,,Dog,2 months,Australian Kelpie Mix,Tan/Black,Jun,2014,Neutered Male
868,A855711,Walter,05/17/2022 5:20:00 PM,02/28/2022,Adoption,,Cat,2 months,Domestic Shorthair,Blue,May,2022,Neutered Male
869,A808227,*Romano,12/03/2019 2:26:00 PM,05/06/2018,Transfer,Partner,Dog,1 year,Dalmatian Mix,White/Black,Dec,2019,Intact Male
870,A758739,,09/28/2017 6:38:00 PM,09/21/2015,Transfer,Snr,Cat,2 years,Domestic Shorthair Mix,Brown Tabby/White,Sep,2017,
871,A729191,*Mr. Jones,07/17/2016 5:13:00 PM,05/14/2016,Adoption,,Cat,2 months,Domestic Shorthair Mix,Brown Tabby,Jul,2016,Neutered Male
872,A695215,*August,08/01/2015 12:30:00 PM,01/11/2013,Adoption,,Dog,2 years,Pit Bull Mix,Blue/White,Aug,2015,Neutered Male
873,A874135,*Farrah,03/15/2023 11:36:00 AM,02/07/2018,Adoption,Foster,Dog,5 years,Chihuahua Shorthair Mix,Black,Mar,2023,Intact Female
874,A724653,,04/20/2016 1:27:00 PM,04/15/2016,Transfer,Partner,Cat,5 days,Domestic Shorthair Mix,Orange Tabby,Apr,2016,
875,A802576,*Ramen,08/27/2019 11:23:00 AM,02/20/2018,Transfer,Partner,Dog,1 year,Pit Bull,Blue/White,Aug,2019,Intact Male
876,A795782,Maya,05/29/2019 3:24:00 PM,05/24/2018,Return to Owner,,Dog,1 year,Chihuahua Shorthair,Cream,May,2019,Intact Female
877,A788817,*Latte,06/17/2021 10:29:00 AM,04/09/2018,Adoption,,Dog,3 years,Staffordshire Mix,Fawn/White,Jun,2021,Spayed Female
878,A745755,Maya,03/23/2017 5:24:00 PM,02/23/2016,Return to Owner,,Dog,1 year,Labrador Retriever Mix,Black/White,Mar,2017,Intact Female
879,A738723,*Celene,12/09/2016 9:20:00 AM,10/11/2016,Adoption,Foster,Cat,1 month,Domestic Shorthair,Tortie,Dec,2016,Spayed Female
880,A809787,Banjo,02/07/2020 6:15:00 PM,02/01/2019,Adoption,Foster,Dog,1 year,Australian Cattle Dog,Red/White,Feb,2020,Neutered Male
881,A718888,*Pearl,01/13/2016 4:30:00 PM,07/09/2015,Adoption,,Dog,6 months,German Shepherd Mix,Black/Tan,Jan,2016,Spayed Female
882,A727613,,06/30/2016 5:15:00 PM,03/23/2016,Adoption,,Cat,3 months,Domestic Shorthair Mix,Torbie,Jun,2016,Neutered Male
883,A794469,,05/22/2019 4:28:00 PM,04/02/2019,Transfer,Partner,Cat,1 month,Domestic Shorthair,Brown Tabby,May,2019,Intact Female
884,A806106,Gato,10/14/2019 4:02:00 PM,10/05/2015,Return to Owner,,Cat,4 years,Domestic Shorthair,Gray,Oct,2019,Neutered Male
885,A882145,*Javier,08/09/2023 2:29:00 PM,04/16/2023,Adoption,Foster,Cat,3 months,Domestic Shorthair,Brown Tabby,Aug,2023,Neutered Male
886,A840160,*Lily,08/07/2021 3:27:00 PM,07/03/2021,Euthanasia,Suffering,Cat,5 weeks,Domestic Medium Hair,Black,Aug,2021,Intact Female
887,A679302,*Austin,05/25/2014 11:29:00 AM,05/19/2013,Transfer,Partner,Dog,1 year,Chihuahua Shorthair/Dachshund Wirehair,Tan,May,2014,Neutered Male
888,A798956,Lola,08/12/2019 4:01:00 PM,05/02/2019,Adoption,,Cat,3 months,Domestic Shorthair Mix,Black,Aug,2019,Spayed Female
889,A821281,Buster,08/17/2020 12:00:00 AM,08/07/2012,Transfer,Partner,Dog,8 years,Basset Hound/Beagle,Tricolor,Aug,2020,Neutered Male
890,A677296,*Salliemae,05/03/2014 2:03:00 PM,04/23/2007,Adoption,,Dog,7 years,Rottweiler/Labrador Retriever,Black/Tan,May,2014,Spayed Female
891,A770585,Shiner,08/06/2018 1:03:00 PM,04/22/2017,Adoption,,Dog,1 year,Pit Bull Mix,Blue/White,Aug,2018,Neutered Male
892,A783913,Angelina,11/11/2018 2:49:00 PM,05/08/2017,Return to Owner,,Cat,1 year,Domestic Shorthair Mix,Brown Tabby,Nov,2018,Spayed Female
893,A732354,*Princess,08/24/2016 5:11:00 PM,02/06/2016,Adoption,,Dog,6 months,Australian Cattle Dog Mix,White,Aug,2016,Spayed Female
894,A734313,,09/08/2016 2:23:00 PM,09/04/2012,Transfer,Partner,Dog,4 years,Boxer Mix,Brown Brindle/White,Sep,2016,Intact Male
895,A795005,Hunter,09/06/2019 3:36:00 PM,04/22/2019,Transfer,Partner,Dog,4 months,Pointer Mix,Fawn,Sep,2019,Neutered Male
896,A813028,,02/04/2020 11:07:00 AM,02/02/2018,Euthanasia,Rabies Risk,Other,2 years,Bat,Black/Brown,Feb,2020,
897,A697429,*Willow,03/12/2015 6:18:00 PM,08/23/2013,Adoption,,Dog,1 year,Border Collie/Pointer,Black/White,Mar,2015,Spayed Female
898,A673221,Timmie,02/28/2014 3:24:00 PM,09/20/2013,Adoption,,Dog,5 months,Dachshund Mix,Brown,Feb,2014,Spayed Female
899,A744862,*Penny,03/31/2017 2:45:00 PM,03/14/2013,Adoption,,Dog,4 years,Dachshund/Rat Terrier,Red/White,Mar,2017,Spayed Female
900,A687756,Luna,09/12/2014 12:33:00 PM,06/29/2014,Adoption,,Cat,2 months,Siamese Mix,Lynx Point,Sep,2014,Spayed Female
901,A768906,*Peaches,04/24/2018 7:12:00 PM,03/27/2014,Return to Owner,,Cat,4 years,Siamese Mix,Tortie,Apr,2018,Spayed Female
902,A776657,Margarita,10/09/2018 11:29:00 AM,06/10/2018,Adoption,Foster,Cat,3 months,Domestic Shorthair Mix,Brown Tabby/White,Oct,2018,Spayed Female
903,A701885,Jax,05/22/2015 7:17:00 PM,05/05/2014,Adoption,,Cat,1 year,Domestic Shorthair Mix,Orange Tabby,May,2015,Neutered Male
904,A677041,*Avery,05/26/2014 6:07:00 PM,03/12/2014,Adoption,Foster,Dog,2 months,Border Collie Mix,Black,May,2014,Spayed Female
905,A808988,,11/26/2019 5:33:00 PM,09/09/2019,Adoption,,Cat,2 months,Domestic Shorthair,Brown Tabby,Nov,2019,Spayed Female
906,A803123,Gizmo,09/01/2019 3:33:00 PM,06/12/2019,Adoption,,Cat,2 months,Domestic Shorthair,Black/White,Sep,2019,Intact Male
907,A666077,Sabrina,02/01/2014 5:59:00 PM,08/11/2013,Adoption,,Cat,5 months,Domestic Shorthair Mix,Black,Feb,2014,Spayed Female
908,A706459,Furiosa,08/15/2015 6:46:00 PM,04/14/2015,Adoption,,Cat,4 months,Domestic Shorthair Mix,Blue Tabby,Aug,2015,Spayed Female
909,A879902,*Fluff,05/28/2023 5:29:00 PM,03/26/2023,Adoption,Foster,Cat,2 months,Domestic Shorthair,Black,May,2023,Spayed Female
910,A838342,*Burgoo,07/14/2021 5:53:00 PM,07/07/2017,Adoption,,Dog,4 years,Chihuahua Shorthair Mix,White/Brown,Jul,2021,Neutered Male
911,A766561,,02/17/2018 4:27:00 PM,02/11/2015,Transfer,Partner,Dog,3 years,Pug Mix,Black/White,Feb,2018,Neutered Male
912,A799660,403 Grams,07/10/2019 7:29:00 PM,07/07/2019,Transfer,Partner,Dog,3 days,Labrador Retriever Mix,Brown,Jul,2019,Intact Male
913,A833056,Piccolo,05/01/2021 2:09:00 PM,01/06/2021,Adoption,Offsite,Dog,3 months,Labrador Retriever Mix,Brown/White,May,2021,Neutered Male
914,A845149,Nava,10/28/2021 6:13:00 PM,08/20/2021,Adoption,,Dog,2 months,Pit Bull,Brown Brindle/White,Oct,2021,Spayed Female
915,A819044,*Oliver,08/27/2020 10:43:00 AM,04/28/2020,Adoption,Foster,Cat,3 months,Domestic Shorthair,Orange Tabby/White,Aug,2020,Neutered Male
916,A737585,Snickers,12/09/2016 6:45:00 PM,09/01/2016,Adoption,,Cat,3 months,Domestic Shorthair Mix,Blue/White,Dec,2016,Neutered Male
917,A786074,,12/20/2018 5:24:00 PM,04/16/2018,Adoption,,Dog,8 months,Chihuahua Shorthair Mix,Black/White,Dec,2018,Spayed Female
918,A835081,,05/24/2021 12:06:00 PM,04/27/2021,Transfer,Partner,Cat,3 weeks,Siamese,Seal Point/White,May,2021,Intact Female
919,A819299,*Turkey Lurkey,08/07/2020 2:36:00 PM,05/25/2020,Adoption,Foster,Cat,2 months,Domestic Shorthair Mix,Black,Aug,2020,Neutered Male
920,A807768,,11/06/2019 6:27:00 PM,10/29/2012,Adoption,,Dog,7 years,Great Pyrenees,White,Nov,2019,Neutered Male
921,A723110,,03/31/2016 11:41:00 AM,09/26/2015,Transfer,Partner,Cat,6 months,Domestic Shorthair Mix,Black,Mar,2016,Spayed Female
922,A741991,Styx,01/16/2017 5:22:00 PM,10/28/2016,Adoption,,Cat,2 months,Domestic Medium Hair Mix,Black,Jan,2017,Neutered Male
923,A759181,,09/28/2017 12:00:00 AM,08/28/2017,Transfer,Partner,Cat,4 weeks,Domestic Shorthair Mix,Black/White,Sep,2017,Intact Male
924,A747585,Joy,04/26/2017 5:59:00 PM,04/21/2016,Rto-Adopt,,Dog,1 year,Chihuahua Shorthair Mix,Brown/White,Apr,2017,Spayed Female
925,A752526,,06/24/2017 10:48:00 AM,06/23/2015,Euthanasia,Rabies Risk,Other,2 years,Bat Mix,Black,Jun,2017,
926,A775839,Rambo,07/07/2018 2:54:00 PM,07/05/2016,Return to Owner,,Dog,2 years,Labrador Retriever/Pit Bull,Black/White,Jul,2018,Intact Male
927,A857031,Kit-Kat,05/11/2022 6:57:00 PM,10/11/2021,Return to Owner,Field,Cat,6 months,Domestic Shorthair,Tortie,May,2022,Intact Female
928,A673079,*Tinsel,03/05/2014 5:10:00 PM,02/19/2013,Adoption,,Dog,1 year,Yorkshire Terrier Mix,Gray/Tan,Mar,2014,Spayed Female
929,A722894,,03/23/2016 5:35:00 PM,09/23/2015,Euthanasia,Rabies Risk,Other,5 months,Bat,Brown,Mar,2016,
930,A681346,*Jon Snow,06/29/2014 3:48:00 PM,03/24/2014,Adoption,,Cat,3 months,Domestic Shorthair Mix,Brown Tabby,Jun,2014,Neutered Male
931,A700106,Mr.Gray,04/20/2015 2:08:00 PM,04/08/2014,Transfer,Partner,Cat,1 year,Domestic Shorthair Mix,Blue Tabby,Apr,2015,Neutered Male
932,A729401,,06/27/2016 12:00:00 AM,04/02/2016,Transfer,Partner,Cat,2 months,Domestic Shorthair Mix,Brown Tabby/White,Jun,2016,Spayed Female
933,A768216,Sweetie,01/30/2019 2:47:00 PM,03/15/2016,Transfer,Partner,Dog,2 years,Pug Mix,Fawn,Jan,2019,Spayed Female
934,A780869,,10/15/2018 4:52:00 PM,09/21/2016,Transfer,Snr,Cat,2 years,Domestic Medium Hair Mix,White/Gray,Oct,2018,Intact Female
935,A677445,Pirate,03/17/2015 2:49:00 PM,07/25/2008,Return to Owner,,Dog,6 years,Pug Mix,Fawn/Black,Mar,2015,Neutered Male
936,A806164,Maya,10/16/2019 6:10:00 PM,07/29/2019,Adoption,,Cat,2 months,Domestic Shorthair Mix,Brown Tabby/White,Oct,2019,Spayed Female
937,A823747,,10/03/2020 5:35:00 PM,09/29/2018,Euthanasia,Suffering,Cat,2 years,Domestic Shorthair,Calico,Oct,2020,Intact Female
938,A700772,*Suzuki,04/24/2015 3:36:00 PM,01/28/2015,Transfer,Partner,Dog,2 months,Labrador Retriever Mix,Black/White,Apr,2015,Intact Male
939,A666752,Floyd,11/07/2013 6:06:00 PM,11/06/2012,Return to Owner,,Dog,1 year,Australian Kelpie/Whippet,Brown Brindle/White,Nov,2013,Neutered Male
940,A721240,*Burt,05/01/2016 12:44:00 PM,02/16/2016,Adoption,,Cat,2 months,Domestic Shorthair Mix,Black,May,2016,Neutered Male
941,A763082,,12/07/2017 11:06:00 AM,12/02/2015,Transfer,Partner,Dog,2 years,Standard Poodle,White,Dec,2017,Neutered Male
942,A808996,,11/21/2019 3:06:00 PM,11/17/2017,Transfer,Snr,Cat,2 years,Domestic Medium Hair,Brown Tabby/White,Nov,2019,Intact Female
943,A804098,*Rosita,10/07/2019 5:45:00 PM,04/10/2019,Adoption,,Cat,5 months,Domestic Shorthair,Black/White,Oct,2019,Spayed Female
944,A879708,,04/30/2023 11:52:00 AM,03/14/2023,Transfer,Partner,Dog,1 month,Maltese/Yorkshire Terrier,White/Tan,Apr,2023,Intact Female
945,A697847,Randalls Cub,03/15/2015 1:57:00 PM,03/02/2014,Adoption,,Cat,1 year,Domestic Shorthair Mix,Black,Mar,2015,Spayed Female
946,A760800,,10/27/2017 7:44:00 PM,10/24/2014,Transfer,Snr,Cat,3 years,Siamese,Calico Point/Gray,Oct,2017,Intact Female
947,A854470,Galleta,04/06/2022 9:28:00 AM,04/04/2021,Transfer,Out State,Dog,1 year,Landseer,Black/White,Apr,2022,Intact Female
948,A759477,,10/03/2017 3:03:00 PM,01/02/2017,Transfer,Partner,Dog,9 months,Chihuahua Shorthair Mix,Black/Black,Oct,2017,Intact Female
949,A763292,*Michael,01/13/2018 6:21:00 PM,12/06/2016,Adoption,,Dog,1 year,American Staffordshire Terrier Mix,Black/White,Jan,2018,Neutered Male
950,A738195,,11/10/2016 6:20:00 PM,11/10/2014,Euthanasia,Rabies Risk,Other,2 years,Fox Mix,Red,Nov,2016,
951,A762041,Oj,11/24/2017 11:35:00 AM,11/14/2011,Return to Owner,,Cat,6 years,Domestic Shorthair Mix,Orange Tabby/White,Nov,2017,
952,A713781,Samson,10/15/2015 6:04:00 PM,07/17/2010,Return to Owner,,Dog,5 years,Boxer Mix,Brown Brindle,Oct,2015,Neutered Male
953,A723981,Joe,08/14/2016 12:35:00 PM,08/14/2010,Return to Owner,,Dog,6 years,Pit Bull/Boxer,White/Black,Aug,2016,Neutered Male
954,A665610,,10/20/2013 3:00:00 PM,09/28/2013,Transfer,Partner,Cat,3 weeks,Domestic Shorthair Mix,Brown Tabby,Oct,2013,Intact Male
955,A805630,Starr,09/30/2019 8:10:00 AM,09/29/2009,Euthanasia,At Vet,Dog,10 years,Chihuahua Shorthair,White/Black,Sep,2019,Intact Female
956,A674952,,03/20/2014 4:31:00 PM,03/20/2013,Euthanasia,Rabies Risk,Other,1 year,Bat Mix,Brown,Mar,2014,
957,A710757,Coraje,03/15/2016 1:32:00 PM,12/27/2014,Adoption,,Dog,1 year,Pointer Mix,Tricolor,Mar,2016,Neutered Male
958,A777956,*Asparagus,08/21/2018 5:26:00 PM,06/10/2018,Adoption,Foster,Dog,2 months,Pointer/Chihuahua Longhair,Sable,Aug,2018,Neutered Male
959,A747337,,07/12/2017 11:08:00 AM,04/15/2017,Adoption,Foster,Cat,2 months,Domestic Shorthair Mix,Blue Tabby,Jul,2017,Neutered Male
960,A827240,Ross 8,01/07/2021 12:40:00 PM,12/16/2019,Return to Owner,,Cat,1 year,Domestic Shorthair Mix,Black/White,Jan,2021,Neutered Male
961,A474852,Atlas,09/09/2016 11:06:00 AM,06/10/2006,Return to Owner,,Dog,10 years,German Shepherd Mix,Tan,Sep,2016,Neutered Male
962,A665994,*Lihue,11/05/2013 7:22:00 PM,07/25/2013,Adoption,,Cat,3 months,Domestic Shorthair Mix,Calico,Nov,2013,Spayed Female
963,A762274,*Rose,11/25/2017 1:11:00 PM,11/17/2009,Transfer,Partner,Cat,8 years,Domestic Medium Hair Mix,White/Brown Tabby,Nov,2017,Spayed Female
964,A773787,*Scotch,08/18/2018 11:23:00 AM,04/23/2018,Adoption,,Cat,3 months,Domestic Shorthair,Cream Tabby/White,Aug,2018,Neutered Male
965,A862399,Hopper,07/29/2022 4:14:00 PM,05/25/2022,Adoption,,Dog,2 months,English Coonhound Mix,Chocolate/White,Jul,2022,Neutered Male
966,A693856,Jizzle,12/18/2014 6:45:00 PM,12/15/2013,Return to Owner,,Dog,1 year,Pit Bull Mix,Black/Tan,Dec,2014,Neutered Male
967,A739344,Starman,01/08/2017 3:02:00 PM,10/12/2016,Adoption,,Cat,2 months,Domestic Shorthair Mix,Black,Jan,2017,Intact Male
968,A855597,Darby,07/16/2022 5:41:00 PM,04/20/2020,Adoption,,Cat,2 years,Domestic Shorthair Mix,Black/White,Jul,2022,Neutered Male
969,A704378,Picasso,06/30/2015 12:13:00 PM,06/08/2012,Transfer,Partner,Cat,3 years,Domestic Shorthair Mix,Blue Tabby,Jun,2015,Neutered Male
970,A768959,Buttons,03/29/2018 11:40:00 AM,03/28/2010,Return to Owner,,Dog,8 years,Pekingese Mix,Black,Mar,2018,Neutered Male
971,A738529,,11/17/2016 12:30:00 PM,11/07/2016,Transfer,Partner,Cat,1 weeks,Domestic Shorthair Mix,Tortie,Nov,2016,
972,A680546,,06/10/2014 2:31:00 PM,06/04/2012,Transfer,Partner,Dog,2 years,Great Pyrenees Mix,White,Jun,2014,Spayed Female
973,A791858,,04/04/2019 1:34:00 PM,04/02/2013,Transfer,Partner,Cat,6 years,Domestic Shorthair Mix,Brown Tabby,Apr,2019,Intact Female
974,A678773,,05/12/2014 6:21:00 PM,05/11/2014,Transfer,Partner,Cat,1 day,Domestic Shorthair Mix,Torbie,May,2014,
975,A832999,,04/20/2021 12:37:00 PM,03/31/2021,Transfer,Partner,Cat,2 weeks,Domestic Shorthair,Black,Apr,2021,Intact Male
976,A758217,,09/19/2017 5:55:00 PM,06/26/2017,Adoption,,Cat,2 months,Domestic Shorthair Mix,Calico,Sep,2017,Spayed Female
977,A682410,,06/27/2014 2:35:00 PM,05/27/2014,Euthanasia,Rabies Risk,Other,4 weeks,Bat Mix,Red/Cream,Jun,2014,
978,A814026,,02/27/2020 4:52:00 PM,02/23/2018,Transfer,Snr,Cat,2 years,Domestic Shorthair,Black,Feb,2020,Intact Male
979,A755385,,08/14/2017 4:11:00 PM,05/18/2017,Transfer,Partner,Dog,2 months,Labrador Retriever/Australian Cattle Dog,Brown/White,Aug,2017,Neutered Male
980,A791254,Taco,03/28/2019 1:41:00 PM,02/02/2019,Adoption,,Cat,1 month,Domestic Shorthair Mix,Blue Tabby/White,Mar,2019,Intact Male
981,A730605,*Kirk,07/11/2016 5:19:00 PM,03/07/2016,Adoption,,Cat,4 months,Domestic Shorthair Mix,Black,Jul,2016,Neutered Male
982,A608012,Bella,12/11/2019 6:12:00 AM,11/23/2011,Adoption,Foster,Dog,8 years,Cardigan Welsh Corgi/Labrador Retriever,White/Tan,Dec,2019,Spayed Female
983,A727306,*Ivy,06/17/2016 12:38:00 PM,05/20/2011,Transfer,Partner,Dog,5 years,Pit Bull Mix,Black/White,Jun,2016,Intact Female
984,A841164,Hunny,08/30/2021 5:40:00 PM,08/22/2020,Adoption,,Dog,1 year,Pit Bull,White/Brown Brindle,Aug,2021,Spayed Female
985,A714395,*Handsome,10/31/2015 5:49:00 PM,04/25/2015,Transfer,Partner,Dog,6 months,Harrier Mix,White/Brown,Oct,2015,Neutered Male
986,A820080,*Theodore,08/23/2021 9:47:00 AM,07/11/2013,Adoption,Foster,Cat,8 years,Domestic Shorthair,Brown Tabby,Aug,2021,Neutered Male
987,A668448,,12/04/2013 9:41:00 AM,12/04/2009,Euthanasia,Suffering,Other,4 years,Raccoon Mix,Black/Gray,Dec,2013,
988,A802474,156 Grams,08/18/2019 6:00:00 PM,08/09/2019,Transfer,Partner,Cat,1 weeks,Domestic Shorthair Mix,Tortie,Aug,2019,Intact Female
989,A582826,Charlie,08/18/2015 11:11:00 AM,08/26/2005,Return to Owner,,Dog,9 years,Beagle,Tricolor,Aug,2015,Neutered Male
990,A744558,,05/03/2017 3:23:00 PM,02/08/2017,Adoption,Foster,Dog,2 months,Labrador Retriever Mix,Chocolate/White,May,2017,Neutered Male
991,A669788,Stella,07/15/2014 1:51:00 PM,12/27/2010,Transfer,Partner,Dog,3 years,Great Dane,Black/White,Jul,2014,Spayed Female
992,A783602,,11/03/2018 7:37:00 AM,10/18/2018,Transfer,Partner,Cat,2 weeks,Domestic Shorthair Mix,Calico,Nov,2018,Intact Female
993,A689390,Jules,10/08/2014 11:25:00 AM,10/03/2013,Transfer,Partner,Dog,1 year,Doberman Pinsch Mix,Black/Brown,Oct,2014,Intact Female
994,A811961,Lucas,01/17/2020 4:54:00 PM,03/13/2019,Adoption,,Dog,10 months,American Staffordshire Terrier/Labrador Retriever,Fawn/White,Jan,2020,Neutered Male
995,A691208,,11/11/2014 6:13:00 PM,12/31/2013,Adoption,,Cat,10 months,Domestic Shorthair Mix,Black/White,Nov,2014,Spayed Female
996,A718620,*Toby Sue,03/01/2016 1:53:00 PM,07/23/2015,Adoption,,Cat,7 months,Domestic Shorthair Mix,Black/White,Mar,2016,Spayed Female
997,A705114,,06/13/2015 3:47:00 PM,06/11/2015,Transfer,Partner,Dog,2 days,German Shepherd Mix,Brown,Jun,2015,Intact Male
998,A800888,,08/01/2019 3:27:00 PM,07/03/2019,Transfer,Partner,Dog,4 weeks,Cavalier Span,Black/White,Aug,2019,Intact Female
999,A796517,Chiquis,06/08/2019 12:21:00 PM,06/02/2017,Adoption,,Dog,2 years,Chihuahua Shorthair Mix,Brown/White,Jun,2019,Spayed Female
